,fly,flyid,condition,trip_index,time,cumul_feeding,norm_cumul_feeding,duration,length,runturnsegs,previsit_duration,isloop,postvisit_duration,scaled_duration,scaled_length,scaled_duration_loop,scaled_length_loop,scaled_previsit_duration,scaled_postvisit_duration,genotype,triptype,triptype_vs,log10_duration,log10_scaled_duration,log10_length,log10_scaled_length
0,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,0.0,490.819323,457.464296,0.4596949399532066,1.4592819999999733,2.372611634980487,2.0,490.819323,1.0,170.73610700000006,0.04340947282845563,0.02397054435051731,0.15160879574759284,0.05655695550418879,18.61259129203357,7.09354070808975,CantonSMH,short,very short,0.1641392255532325,-1.3624154882705588,0.37522665579497133,-1.2475139769218708
1,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,1.0,663.014712,625.365226,0.6284145725219471,3.127034999999978,8.408592514778661,6.0,170.73610700000006,1.0,4.544623999999999,0.09302036266200177,0.08495218384216827,0.3248762135149884,0.20043920618938665,6.474564528063443,0.188814632788609,CantonSMH,short,short,0.4951327422028918,-1.0314219716208994,0.924723306829929,-0.6980173258869133
2,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,2.0,670.686371,629.5346049999999,0.6326042818518467,1.5426710000000412,2.4248603397205386,4.0,4.544623999999999,1.0,12.925077999999985,0.045890057478780305,0.024498414093615316,0.1602723068911597,0.05780243016408141,0.17233883248717727,0.5369957682602844,CantonSMH,short,very short,0.18827331548666768,-1.3382813983371236,0.38468673038761947,-1.2380539023292227
3,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,3.0,685.15412,641.4590310000001,0.6445868526054045,4.878175000000056,9.111110065844258,7.0,12.925077999999985,1.0,13.55048499999998,0.1451117776515833,0.09204973316990442,0.5068069346404847,0.21718541669039662,0.49013798552436866,0.5629794344664271,CantonSMH,short,short,0.688257376168589,-0.8382973376552024,0.9595712931202105,-0.6631693395966318
4,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,4.0,703.5827800000001,654.217336,0.6574073684405456,1.4592830000000276,1.3587485046356278,4.0,13.55048499999998,1.0,84.38825299999996,0.04340950257560195,0.013727464205002626,0.15160889964033186,0.03238906763545912,0.5138543396626444,3.506062768199796,CantonSMH,short,very short,0.16413952316147867,-1.3624151906623128,0.13313907913383383,-1.4896015535830085
5,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,5.0,789.4303160000001,737.7717130000001,0.7413691653582282,1.4592830000000276,0.6863154086000804,2.0,84.38825299999996,1.0,5.211725000000001,0.04340950257560195,0.00693385874777898,0.15160889964033186,0.016359993120556846,3.200126786650014,0.2165305517178569,CantonSMH,short,very short,0.16413952316147867,-1.3624151906623128,-0.1634762505703981,-1.7862168832872403
6,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,6.0,796.1013240000001,742.3163380000001,0.7459359504270345,1.5843639999999368,1.6738502515187008,3.0,5.211725000000001,1.0,10.798695000000066,0.04713030518322146,0.016910943661659805,0.1646039066238287,0.03990028237242331,0.19763628448563278,0.4486513363968507,CantonSMH,short,very short,0.199854965782874,-1.3266997480409173,0.2237166018961055,-1.3990240308207367
7,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,7.0,808.4843830000001,752.6564010000001,0.7563264326602039,2.251464999999939,3.8755699415767424,7.0,10.798695000000066,1.0,43.06969700000002,0.06697465516721099,0.039154963163139475,0.23391085295224032,0.09238361369703477,0.4095024117914113,1.789408545871267,CantonSMH,short,short,0.35246520005531845,-1.1740895137684728,0.5883355789147311,-1.034405053802111
8,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,8.0,853.805545,794.8505299999999,0.798726304664713,1.209120999999982,0.8993337508199772,2.0,43.06969700000002,1.0,32.145921000000044,0.03596789736035617,0.009085987458762775,0.12561888567331456,0.021437802200172964,1.6332663156636251,1.3355604928519156,CantonSMH,short,very short,0.08246976405582812,-1.444084949767963,-0.04607910777654538,-1.6688197404933875
9,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,9.0,887.1605870000001,826.787983,0.8308194880398225,2.7517910000000256,8.940838680621937,6.0,32.145921000000044,1.0,9.964817999999923,0.08185792509199183,0.09032947784833374,0.2858910886717412,0.2131265850570709,1.219020648213151,0.41400640657517696,CantonSMH,short,short,0.4396154459175648,-1.0869392679062266,0.9513782589841112,-0.671362373732731
10,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,10.0,899.877196,834.876581,0.8389475268931882,6.921171000000072,22.082277013187763,12.0,9.964817999999923,1.0,5.128337999999985,0.20588507530799643,0.22309770073658916,0.7190593733584002,0.5263846556481641,0.37788056835223244,0.21306608781845693,CantonSMH,long,long,0.8401795794009946,-0.6863751344227967,1.3440438536258215,-0.2786967790910208
11,bias_video_cam_0_date_2019_06_05_time_18_12_19_v001,fly01,0-125M_24hr,11.0,911.9267050000001,838.754104,0.8428439571025792,4.50293099999999,1.1280866268784564,2.0,5.128337999999985,1.0,33.605204999999955,0.13394934008157,0.011397082490088145,0.46782180979722554,0.026890682073958554,0.19447412668674535,1.3961890888797226,CantonSMH,short,very short,0.6534952921663868,-0.8730594216574046,0.05234245082707731,-1.570398181889765
