genotype,condition,fly,after_which_visit,ifCW,turnCount,ifCWplt,abs_ifCW
Tmem63b,0-125M_24hr,fly03,47.0,0.35714285714285715,14,-0.2857142857142857,0.2857142857142857
Tmem63b,0-125M_24hr,fly03,48.0,0.5,22,0.0,0.0
Tmem63b,0-125M_24hr,fly03,49.0,0.3870967741935484,31,-0.22580645161290325,0.22580645161290325
Tmem63b,0-125M_24hr,fly03,50.0,0.425531914893617,94,-0.14893617021276595,0.14893617021276595
Tmem63b,0-125M_24hr,fly03,51.0,0.37777777777777777,45,-0.24444444444444446,0.24444444444444446
Tmem63b,0-125M_24hr,fly03,52.0,0.4897959183673469,147,-0.020408163265306145,0.020408163265306145
Tmem63b,0-125M_24hr,fly04,1.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly04,2.0,0.3157894736842105,38,-0.368421052631579,0.368421052631579
Tmem63b,0-125M_24hr,fly04,3.0,0.4375,16,-0.125,0.125
Tmem63b,0-125M_24hr,fly04,4.0,0.45454545454545453,143,-0.09090909090909094,0.09090909090909094
Tmem63b,0-125M_24hr,fly05,5.0,0.16666666666666666,6,-0.6666666666666667,0.6666666666666667
Tmem63b,0-125M_24hr,fly05,9.0,0.2857142857142857,7,-0.4285714285714286,0.4285714285714286
Tmem63b,0-125M_24hr,fly05,10.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly05,12.0,0.16666666666666666,6,-0.6666666666666667,0.6666666666666667
Tmem63b,0-125M_24hr,fly06,5.0,0.6875,16,0.375,0.375
Tmem63b,0-125M_24hr,fly06,6.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly06,7.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly06,8.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly06,9.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly06,10.0,0.3333333333333333,12,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly06,12.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly06,15.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly07,3.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly07,5.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly07,6.0,0.16666666666666666,6,-0.6666666666666667,0.6666666666666667
Tmem63b,0-125M_24hr,fly08,1.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly09,1.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly09,3.0,1.0,5,1.0,1.0
Tmem63b,0-125M_24hr,fly09,4.0,0.4,10,-0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly09,5.0,0.42105263157894735,19,-0.1578947368421053,0.1578947368421053
Tmem63b,0-125M_24hr,fly09,7.0,0.4642857142857143,84,-0.0714285714285714,0.0714285714285714
Tmem63b,0-125M_24hr,fly09,8.0,0.55,20,0.10000000000000009,0.10000000000000009
Tmem63b,0-125M_24hr,fly09,9.0,0.4583333333333333,24,-0.08333333333333337,0.08333333333333337
Tmem63b,0-125M_24hr,fly10,5.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly11,1.0,0.4380952380952381,210,-0.12380952380952381,0.12380952380952381
Tmem63b,0-125M_24hr,fly11,2.0,0.44935064935064933,385,-0.10129870129870133,0.10129870129870133
Tmem63b,0-125M_24hr,fly11,5.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly11,6.0,0.16666666666666666,6,-0.6666666666666667,0.6666666666666667
Tmem63b,0-125M_24hr,fly11,7.0,0.8,5,0.6000000000000001,0.6000000000000001
Tmem63b,0-125M_24hr,fly11,9.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly11,10.0,0.1111111111111111,9,-0.7777777777777778,0.7777777777777778
Tmem63b,0-125M_24hr,fly11,12.0,0.0,7,-1.0,1.0
Tmem63b,0-125M_24hr,fly11,13.0,0.6666666666666666,9,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly11,14.0,0.6875,16,0.375,0.375
Tmem63b,0-125M_24hr,fly11,15.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly11,16.0,0.4,50,-0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly11,18.0,0.3939393939393939,33,-0.21212121212121215,0.21212121212121215
Tmem63b,0-125M_24hr,fly11,20.0,0.4375,16,-0.125,0.125
Tmem63b,0-125M_24hr,fly11,21.0,0.3333333333333333,9,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly11,22.0,0.25,8,-0.5,0.5
Tmem63b,0-125M_24hr,fly11,23.0,0.5,10,0.0,0.0
Tmem63b,0-125M_24hr,fly11,24.0,0.5714285714285714,7,0.1428571428571428,0.1428571428571428
Tmem63b,0-125M_24hr,fly11,25.0,0.25,4,-0.5,0.5
Tmem63b,0-125M_24hr,fly12,1.0,0.4857142857142857,140,-0.02857142857142858,0.02857142857142858
Tmem63b,0-125M_24hr,fly12,4.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly12,5.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly12,7.0,0.45614035087719296,114,-0.08771929824561409,0.08771929824561409
Tmem63b,0-125M_24hr,fly12,8.0,0.42105263157894735,38,-0.1578947368421053,0.1578947368421053
Tmem63b,0-125M_24hr,fly12,9.0,0.37037037037037035,27,-0.2592592592592593,0.2592592592592593
Tmem63b,0-125M_24hr,fly12,10.0,0.545,200,0.09000000000000008,0.09000000000000008
Tmem63b,0-125M_24hr,fly12,12.0,0.4973821989528796,191,-0.005235602094240788,0.005235602094240788
Tmem63b,0-125M_24hr,fly13,1.0,1.0,4,1.0,1.0
Tmem63b,0-125M_24hr,fly13,7.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly13,8.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly13,9.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly13,10.0,0.4090909090909091,22,-0.18181818181818177,0.18181818181818177
Tmem63b,0-125M_24hr,fly13,13.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly13,14.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly13,15.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly13,16.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly14,1.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly14,2.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly14,3.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly14,4.0,0.7,10,0.3999999999999999,0.3999999999999999
Tmem63b,0-125M_24hr,fly14,5.0,0.5,6,0.0,0.0
Tmem63b,0-125M_24hr,fly14,7.0,0.375,8,-0.25,0.25
Tmem63b,0-125M_24hr,fly14,8.0,0.2,5,-0.6,0.6
Tmem63b,0-125M_24hr,fly15,1.0,0.5,76,0.0,0.0
Tmem63b,0-125M_24hr,fly15,6.0,0.3333333333333333,6,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly15,7.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly15,8.0,0.47619047619047616,63,-0.04761904761904767,0.04761904761904767
Tmem63b,0-125M_24hr,fly15,9.0,0.5,4,0.0,0.0
Tmem63b,0-125M_24hr,fly15,10.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly15,11.0,0.512241054613936,531,0.024482109227871973,0.024482109227871973
Tmem63b,0-125M_24hr,fly15,12.0,0.42857142857142855,7,-0.1428571428571429,0.1428571428571429
Tmem63b,0-125M_24hr,fly15,13.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly15,14.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly15,15.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly15,16.0,0.5582089552238806,335,0.11641791044776117,0.11641791044776117
Tmem63b,0-125M_24hr,fly16,1.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly16,2.0,0.5,4,0.0,0.0
Tmem63b,0-125M_24hr,fly16,3.0,0.8571428571428571,7,0.7142857142857142,0.7142857142857142
Tmem63b,0-125M_24hr,fly16,6.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly16,8.0,0.7272727272727273,11,0.4545454545454546,0.4545454545454546
Tmem63b,0-125M_24hr,fly16,9.0,0.42857142857142855,7,-0.1428571428571429,0.1428571428571429
Tmem63b,0-125M_24hr,fly16,11.0,0.2727272727272727,11,-0.4545454545454546,0.4545454545454546
Tmem63b,0-125M_24hr,fly16,12.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly16,14.0,0.0,5,-1.0,1.0
Tmem63b,0-125M_24hr,fly16,15.0,0.65,20,0.30000000000000004,0.30000000000000004
Tmem63b,0-125M_24hr,fly16,16.0,0.3333333333333333,15,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly16,17.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly16,18.0,0.5063829787234042,235,0.012765957446808418,0.012765957446808418
Tmem63b,0-125M_24hr,fly16,19.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly16,25.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly16,26.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly16,29.0,0.25,4,-0.5,0.5
Tmem63b,0-125M_24hr,fly16,31.0,0.8888888888888888,9,0.7777777777777777,0.7777777777777777
Tmem63b,0-125M_24hr,fly17,1.0,0.0,5,-1.0,1.0
Tmem63b,0-125M_24hr,fly17,2.0,0.49411764705882355,85,-0.0117647058823529,0.0117647058823529
Tmem63b,0-125M_24hr,fly17,4.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly17,5.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly17,6.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly17,7.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly17,8.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly17,9.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly17,10.0,0.4186046511627907,43,-0.16279069767441856,0.16279069767441856
Tmem63b,0-125M_24hr,fly17,11.0,0.45038167938931295,393,-0.0992366412213741,0.0992366412213741
Tmem63b,0-125M_24hr,fly17,13.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly17,15.0,0.484375,128,-0.03125,0.03125
Tmem63b,0-125M_24hr,fly17,16.0,0.5,8,0.0,0.0
Tmem63b,0-125M_24hr,fly17,17.0,0.631578947368421,19,0.26315789473684204,0.26315789473684204
Tmem63b,0-125M_24hr,fly17,18.0,0.75,8,0.5,0.5
Tmem63b,0-125M_24hr,fly18,2.0,0.4820359281437126,334,-0.0359281437125748,0.0359281437125748
Tmem63b,0-125M_24hr,fly19,4.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly19,6.0,0.75,4,0.5,0.5
Tmem63b,0-125M_24hr,fly19,7.0,0.25,4,-0.5,0.5
Tmem63b,0-125M_24hr,fly19,8.0,0.42857142857142855,7,-0.1428571428571429,0.1428571428571429
Tmem63b,0-125M_24hr,fly19,9.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly19,12.0,1.0,4,1.0,1.0
Tmem63b,0-125M_24hr,fly19,13.0,0.35714285714285715,14,-0.2857142857142857,0.2857142857142857
Tmem63b,0-125M_24hr,fly19,15.0,0.7142857142857143,7,0.4285714285714286,0.4285714285714286
Tmem63b,0-125M_24hr,fly19,18.0,0.7142857142857143,7,0.4285714285714286,0.4285714285714286
Tmem63b,0-125M_24hr,fly19,19.0,0.2857142857142857,7,-0.4285714285714286,0.4285714285714286
Tmem63b,0-125M_24hr,fly19,20.0,0.5,6,0.0,0.0
Tmem63b,0-125M_24hr,fly20,2.0,1.0,3,1.0,1.0
Tmem63b,0-125M_24hr,fly20,3.0,0.4444444444444444,9,-0.11111111111111116,0.11111111111111116
Tmem63b,0-125M_24hr,fly20,4.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly20,5.0,0.2222222222222222,9,-0.5555555555555556,0.5555555555555556
Tmem63b,0-125M_24hr,fly21,1.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly21,5.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b,0-125M_24hr,fly21,7.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly21,12.0,0.7142857142857143,7,0.4285714285714286,0.4285714285714286
Tmem63b,0-125M_24hr,fly21,14.0,0.5,16,0.0,0.0
Tmem63b,0-125M_24hr,fly21,15.0,0.4,5,-0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly21,17.0,0.0,4,-1.0,1.0
Tmem63b,0-125M_24hr,fly21,18.0,0.5,32,0.0,0.0
Tmem63b,0-125M_24hr,fly21,19.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b,0-125M_24hr,fly21,20.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly21,25.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly21,28.0,0.0,3,-1.0,1.0
Tmem63b,0-125M_24hr,fly21,29.0,0.25,8,-0.5,0.5
Tmem63b,0-125M_24hr,fly21,30.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b,0-125M_24hr,fly21,31.0,0.2,5,-0.6,0.6
Tmem63b,0-125M_24hr,fly21,32.0,0.5,8,0.0,0.0
Tmem63b,0-125M_24hr,fly21,33.0,0.5714285714285714,7,0.1428571428571428,0.1428571428571428
Tmem63b,0-125M_24hr,fly21,34.0,0.43333333333333335,30,-0.1333333333333333,0.1333333333333333
Tmem63b_x_CSMH,0-125M_24hr,fly01,4.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly01,5.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly01,6.0,0.5,4,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,7.0,0.6666666666666666,6,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly01,8.0,0.16666666666666666,6,-0.6666666666666667,0.6666666666666667
Tmem63b_x_CSMH,0-125M_24hr,fly01,9.0,0.6666666666666666,15,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly01,10.0,0.0,3,-1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,11.0,1.0,4,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,12.0,0.3333333333333333,12,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly01,13.0,0.45714285714285713,35,-0.08571428571428574,0.08571428571428574
Tmem63b_x_CSMH,0-125M_24hr,fly01,14.0,1.0,4,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,16.0,1.0,5,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,17.0,0.5714285714285714,126,0.1428571428571428,0.1428571428571428
Tmem63b_x_CSMH,0-125M_24hr,fly01,19.0,0.0,3,-1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,20.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly01,21.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly01,23.0,0.38095238095238093,21,-0.23809523809523814,0.23809523809523814
Tmem63b_x_CSMH,0-125M_24hr,fly01,26.0,0.7272727272727273,11,0.4545454545454546,0.4545454545454546
Tmem63b_x_CSMH,0-125M_24hr,fly01,27.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly01,28.0,1.0,3,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly01,29.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly01,30.0,0.6666666666666666,6,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly01,31.0,0.2,5,-0.6,0.6
Tmem63b_x_CSMH,0-125M_24hr,fly01,32.0,1.0,6,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,1.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly02,2.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly02,4.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly02,5.0,0.7777777777777778,9,0.5555555555555556,0.5555555555555556
Tmem63b_x_CSMH,0-125M_24hr,fly02,6.0,1.0,6,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,7.0,0.2857142857142857,7,-0.4285714285714286,0.4285714285714286
Tmem63b_x_CSMH,0-125M_24hr,fly02,8.0,1.0,3,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,9.0,0.3333333333333333,9,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly02,10.0,0.6363636363636364,11,0.2727272727272727,0.2727272727272727
Tmem63b_x_CSMH,0-125M_24hr,fly02,11.0,0.8125,16,0.625,0.625
Tmem63b_x_CSMH,0-125M_24hr,fly02,12.0,0.391304347826087,23,-0.21739130434782605,0.21739130434782605
Tmem63b_x_CSMH,0-125M_24hr,fly02,14.0,0.8571428571428571,7,0.7142857142857142,0.7142857142857142
Tmem63b_x_CSMH,0-125M_24hr,fly02,15.0,0.47468354430379744,158,-0.05063291139240511,0.05063291139240511
Tmem63b_x_CSMH,0-125M_24hr,fly02,17.0,1.0,4,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,18.0,0.7777777777777778,9,0.5555555555555556,0.5555555555555556
Tmem63b_x_CSMH,0-125M_24hr,fly02,21.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly02,22.0,0.0,3,-1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,23.0,0.6428571428571429,14,0.2857142857142858,0.2857142857142858
Tmem63b_x_CSMH,0-125M_24hr,fly02,25.0,0.4,5,-0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly02,26.0,0.7142857142857143,7,0.4285714285714286,0.4285714285714286
Tmem63b_x_CSMH,0-125M_24hr,fly02,27.0,0.65,20,0.30000000000000004,0.30000000000000004
Tmem63b_x_CSMH,0-125M_24hr,fly02,28.0,0.625,8,0.25,0.25
Tmem63b_x_CSMH,0-125M_24hr,fly02,29.0,0.45454545454545453,22,-0.09090909090909094,0.09090909090909094
Tmem63b_x_CSMH,0-125M_24hr,fly02,31.0,0.46875,32,-0.0625,0.0625
Tmem63b_x_CSMH,0-125M_24hr,fly02,32.0,1.0,3,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly02,33.0,0.4,5,-0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly02,34.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly02,36.0,0.25,4,-0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly02,37.0,0.3333333333333333,24,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly02,38.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly02,39.0,0.6470588235294118,17,0.2941176470588236,0.2941176470588236
Tmem63b_x_CSMH,0-125M_24hr,fly02,40.0,0.6666666666666666,12,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly02,41.0,0.4166666666666667,12,-0.16666666666666663,0.16666666666666663
Tmem63b_x_CSMH,0-125M_24hr,fly02,42.0,0.5555555555555556,36,0.11111111111111116,0.11111111111111116
Tmem63b_x_CSMH,0-125M_24hr,fly03,2.0,0.45901639344262296,122,-0.08196721311475408,0.08196721311475408
Tmem63b_x_CSMH,0-125M_24hr,fly03,3.0,1.0,4,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly03,4.0,0.6111111111111112,18,0.22222222222222232,0.22222222222222232
Tmem63b_x_CSMH,0-125M_24hr,fly03,5.0,0.5967741935483871,62,0.19354838709677424,0.19354838709677424
Tmem63b_x_CSMH,0-125M_24hr,fly03,7.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly03,8.0,0.6666666666666666,48,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly03,9.0,0.5,20,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly03,10.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly03,11.0,0.2692307692307692,26,-0.46153846153846156,0.46153846153846156
Tmem63b_x_CSMH,0-125M_24hr,fly03,12.0,0.4117647058823529,17,-0.17647058823529416,0.17647058823529416
Tmem63b_x_CSMH,0-125M_24hr,fly03,13.0,0.75,8,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly03,15.0,0.8333333333333334,6,0.6666666666666667,0.6666666666666667
Tmem63b_x_CSMH,0-125M_24hr,fly03,16.0,0.5714285714285714,7,0.1428571428571428,0.1428571428571428
Tmem63b_x_CSMH,0-125M_24hr,fly03,17.0,0.5833333333333334,24,0.16666666666666674,0.16666666666666674
Tmem63b_x_CSMH,0-125M_24hr,fly03,18.0,0.3333333333333333,9,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly03,19.0,0.6041666666666666,48,0.20833333333333326,0.20833333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly03,20.0,0.2,5,-0.6,0.6
Tmem63b_x_CSMH,0-125M_24hr,fly03,22.0,0.625,40,0.25,0.25
Tmem63b_x_CSMH,0-125M_24hr,fly04,2.0,1.0,3,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly04,3.0,0.5,4,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly04,4.0,0.125,8,-0.75,0.75
Tmem63b_x_CSMH,0-125M_24hr,fly04,6.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly04,7.0,0.6666666666666666,9,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly04,8.0,0.42857142857142855,7,-0.1428571428571429,0.1428571428571429
Tmem63b_x_CSMH,0-125M_24hr,fly04,9.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly04,10.0,0.0,12,-1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly04,11.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly04,12.0,0.5641025641025641,39,0.1282051282051282,0.1282051282051282
Tmem63b_x_CSMH,0-125M_24hr,fly04,13.0,0.4,5,-0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly04,14.0,0.6363636363636364,11,0.2727272727272727,0.2727272727272727
Tmem63b_x_CSMH,0-125M_24hr,fly04,15.0,0.2,5,-0.6,0.6
Tmem63b_x_CSMH,0-125M_24hr,fly04,16.0,0.6,15,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly04,17.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly04,18.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly05,1.0,0.5384615384615384,91,0.07692307692307687,0.07692307692307687
Tmem63b_x_CSMH,0-125M_24hr,fly05,2.0,0.5874439461883408,223,0.17488789237668168,0.17488789237668168
Tmem63b_x_CSMH,0-125M_24hr,fly05,7.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly05,9.0,0.3333333333333333,6,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly05,10.0,0.3333333333333333,3,-0.33333333333333337,0.33333333333333337
Tmem63b_x_CSMH,0-125M_24hr,fly05,11.0,0.5,6,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly05,12.0,0.5,8,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly05,13.0,0.5,20,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly05,14.0,1.0,5,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly05,15.0,0.2,5,-0.6,0.6
Tmem63b_x_CSMH,0-125M_24hr,fly05,16.0,0.6,5,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly05,17.0,0.5,6,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly05,18.0,0.3076923076923077,13,-0.3846153846153846,0.3846153846153846
Tmem63b_x_CSMH,0-125M_24hr,fly05,19.0,0.8333333333333334,6,0.6666666666666667,0.6666666666666667
Tmem63b_x_CSMH,0-125M_24hr,fly05,20.0,0.4166666666666667,12,-0.16666666666666663,0.16666666666666663
Tmem63b_x_CSMH,0-125M_24hr,fly05,21.0,0.6,35,0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly05,22.0,0.5033112582781457,151,0.0066225165562914245,0.0066225165562914245
Tmem63b_x_CSMH,0-125M_24hr,fly05,24.0,0.42857142857142855,14,-0.1428571428571429,0.1428571428571429
Tmem63b_x_CSMH,0-125M_24hr,fly06,1.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly06,2.0,0.75,4,0.5,0.5
Tmem63b_x_CSMH,0-125M_24hr,fly06,5.0,1.0,3,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly06,6.0,0.8,5,0.6000000000000001,0.6000000000000001
Tmem63b_x_CSMH,0-125M_24hr,fly06,7.0,1.0,4,1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly06,8.0,0.2,5,-0.6,0.6
Tmem63b_x_CSMH,0-125M_24hr,fly06,9.0,0.5,10,0.0,0.0
Tmem63b_x_CSMH,0-125M_24hr,fly06,10.0,0.0,3,-1.0,1.0
Tmem63b_x_CSMH,0-125M_24hr,fly06,11.0,0.4,5,-0.19999999999999996,0.19999999999999996
Tmem63b_x_CSMH,0-125M_24hr,fly06,12.0,0.6666666666666666,3,0.33333333333333326,0.33333333333333326
Tmem63b_x_CSMH,0-125M_24hr,fly06,13.0,0.36363636363636365,11,-0.2727272727272727,0.2727272727272727
Tmem63b_x_CSMH,0-125M_24hr,fly06,14.0,0.4166666666666667,12,-0.16666666666666663,0.16666666666666663
