,condition,flyid,loopN,loop_length,distance_patch_0,fed,normFed,deltaCFF,pathLengthDistanceRatio,maxDistBin_uneven,maxDistBin,deltaCFFBin,loopN_bin,loopN_binShort,loopN_binShort_num
30,sorbitol,fly02,31,17.190661919445137,4.279303051576035,122.69141100000442,0.091,0.024171419857900903,4.017163942879424,"[3, 6)","[4, 8)","[0.0, 0.1)","[29, 33)",,
31,sorbitol,fly02,32,5.7827587715099735,3.2000664954315114,125.25789800000473,0.093,0.0027949726690893184,1.8070745654084293,"[3, 6)","[0, 4)","[0.0, 0.1)","[29, 33)",,
32,sorbitol,fly02,33,27.43594660408314,5.21765634724597,127.557737000005,0.095,0.0015043192333150102,5.2582893119368865,"[3, 6)","[4, 8)","[0.0, 0.1)","[33, 37)",,
33,sorbitol,fly02,34,24.870997481674323,8.819436679527263,128.62432900000513,0.096,0.0005608838320339815,2.8200210949309126,"[6, 9)","[8, 12)","[0.0, 0.1)","[33, 37)",,
34,sorbitol,fly02,35,64.68178084159312,9.346520896069547,128.89097700000517,0.096,0.0006613188084255983,6.920412585692017,"[9, 12)","[8, 12)","[0.0, 0.1)","[33, 37)",,
35,sorbitol,fly02,36,102.39173592658717,10.711603480452183,129.05763200000519,0.096,-0.0008283241158169863,9.558955026055985,"[9, 12)","[8, 12)","[-0.1, 0.0)","[33, 37)",,
36,sorbitol,fly02,37,6.12153704164772,3.713409035948059,170.0880930000101,0.127,0.03232081765385833,1.64849521891812,"[3, 6)","[0, 4)","[0.0, 0.1)","[37, 41)",,
37,sorbitol,fly02,38,3.196486174910077,2.8979580096568935,183.25383800001168,0.136,0.01074356759343928,1.1030132818551528,"[0, 3)","[0, 4)","[0.0, 0.1)","[37, 41)",,
38,sorbitol,fly02,39,5.624893368286654,3.0328543652708353,191.6532500000127,0.143,0.0077146585445124205,1.854653303731697,"[3, 6)","[0, 4)","[0.0, 0.1)","[37, 41)",,
39,sorbitol,fly02,40,39.20175248350115,8.223596847197923,199.2193870000136,0.148,0.006407197522399488,4.766983743476993,"[6, 9)","[8, 12)","[0.0, 0.1)","[37, 41)",,
40,sorbitol,fly02,41,47.80693178338539,9.338202850523112,214.2183370000154,0.159,0.009837018093960898,5.119500245243367,"[9, 12)","[8, 12)","[0.0, 0.1)","[41, 45)",,
41,sorbitol,fly02,42,5.449948423957693,2.40393085322337,222.21777700001635,0.165,0.0060398135205416426,2.2670986632789356,"[0, 3)","[0, 4)","[0.0, 0.1)","[41, 45)",,
42,sorbitol,fly02,43,13.254781035037047,5.270809722449167,222.31777000001637,0.165,-0.00031563585912516845,2.5147523308578092,"[3, 6)","[4, 8)","[-0.1, 0.0)","[41, 45)",,
43,sorbitol,fly02,44,10.79342550323308,3.445493757026047,240.41650300001854,0.179,0.010262560101702012,3.132620827195852,"[3, 6)","[0, 4)","[0.0, 0.1)","[41, 45)",,
44,sorbitol,fly02,45,119.12018359777176,14.096980176611725,246.38275200001925,0.183,0.0017700565858699002,8.450049734439142,"[12, 15)","[12, 16)","[0.0, 0.1)","[45, 49)",,
45,sorbitol,fly02,46,50.78570309877691,6.78646189602833,272.04762200000863,0.202,0.014517714297802992,7.4833844021873075,"[6, 9)","[4, 8)","[0.0, 0.1)","[45, 49)",,
46,sorbitol,fly02,47,30.697890866005466,7.0730305597606815,279.747083000003,0.208,0.002811858515267357,4.340132649878462,"[6, 9)","[4, 8)","[0.0, 0.1)","[45, 49)",,
47,sorbitol,fly02,48,125.38426143542631,15.195955480604418,280.21371700000265,0.209,0.00011270112902195262,8.25116009292488,"[15, 20)","[12, 16)","[0.0, 0.1)","[45, 49)",,
48,sorbitol,fly02,49,20.66288479538298,3.6998559989650985,284.31342999999964,0.212,0.002153529442756208,5.584780813405353,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
49,sorbitol,fly02,50,177.65633965997176,25.410801853515814,284.6134089999994,0.212,0.0009377043381330052,6.991370862049023,"[20, 30)","[24, 28)","[0.0, 0.1)",,,
50,sorbitol,fly02,51,26.63507188902942,6.09538646403144,355.10847399994776,0.264,0.029850717453672876,4.3697101153801485,"[6, 9)","[4, 8)","[0.0, 0.1)",,,
51,sorbitol,fly02,52,3.183047829511897,2.834233745709339,513.7973649998315,0.382,0.058573776645079595,1.1230717418175609,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
52,sorbitol,fly02,53,26.42821882468673,6.291917117475109,517.5637679998288,0.385,0.0034041633634492308,4.200344399211053,"[6, 9)","[4, 8)","[0.0, 0.1)",,,
53,sorbitol,fly02,54,32.435599861488235,4.812880588767043,522.1967769998254,0.389,-0.0027944353951519507,6.739331937133628,"[3, 6)","[4, 8)","[-0.1, 0.0)",,,
54,sorbitol,fly02,55,4.2939134940263015,2.4116043589986456,522.9300589998248,0.389,-0.0005334745525708839,1.7805215345560392,"[0, 3)","[0, 4)","[-0.1, 0.0)",,,
55,sorbitol,fly02,56,7.202562798364802,4.120536130520743,522.9967209998248,0.389,-0.0006534154185913466,1.747967393130117,"[3, 6)","[4, 8)","[-0.1, 0.0)",,,
56,sorbitol,fly02,57,21.54049866107992,5.188108145790581,523.3966929998245,0.39,0.001821202393028798,4.151898544859169,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
57,sorbitol,fly02,58,30.74368986938397,6.077676829646251,523.4966859998244,0.39,0.0014167000757082104,5.058460778865301,"[6, 9)","[4, 8)","[0.0, 0.1)",,,
58,sorbitol,fly02,59,354.47128161912923,27.771396216345327,523.6300099998243,0.39,-0.00024701713255653734,12.763898467967525,"[20, 30)","[24, 28)","[-0.1, 0.0)",,,
59,sorbitol,fly02,60,5.582759599523188,3.1902416978981876,568.5268669997914,0.423,0.012144039167253012,1.7499487901500541,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
60,sorbitol,fly02,61,2.7363723335226067,2.3402084115139155,603.157775999766,0.449,0.011304589810317844,1.169285743978848,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
61,sorbitol,fly02,62,2.457479855657727,2.4856692674755525,606.4575449997636,0.451,0.0018916203039207047,0.9886592266369956,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
62,sorbitol,fly06,1,7.182945359694986,2.935332544147432,5.599608000000021,0.025,0.01353308406561185,2.4470635785429464,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
63,sorbitol,fly06,2,17.423690415989505,5.880574075865526,5.699601000000023,0.025,-3.503211937099307e-05,2.962923379793497,"[3, 6)","[4, 8)","[-0.1, 0.0)","[1, 5)","[1, 4)",0.0
64,sorbitol,fly06,3,4.884107396750525,3.161026690606933,6.166235000000029,0.027,0.0011918310583552832,1.5451015998263373,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
65,sorbitol,fly06,4,11.342012755892409,5.249987024607702,6.332890000000031,0.028,5.871916258505874e-06,2.160388721482588,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
66,sorbitol,fly06,5,104.22348030091361,11.829114491603825,6.799524000000037,0.03,0.0008535564554477335,8.810759281676603,"[9, 12)","[8, 12)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
67,sorbitol,fly06,6,3.250681265378078,3.1810981689658857,8.099433000000055,0.036,0.0025127793038683018,1.0218739230027636,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
68,sorbitol,fly06,7,2.6362915725501166,2.4609586359712656,9.799314000000077,0.043,0.0037394272537380306,1.0712457877251773,"[0, 3)","[0, 4)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
69,sorbitol,fly06,8,23.90491105014641,5.131149743312219,9.932638000000079,0.044,0.0004052608350020373,4.658782582072045,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
70,sorbitol,fly06,9,277.7166774982465,28.164164764660395,10.632589000000088,0.047,0.0013551091396031834,9.860639568715973,"[20, 30)","[28, 32)","[0.0, 0.1)","[9, 13)","[7, 10)",2.0
71,sorbitol,fly06,10,5.022438814921488,2.3842222050953557,23.765003000000263,0.105,0.008242538968623868,2.1065313477023917,"[0, 3)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
72,sorbitol,fly06,11,16.518135786523356,3.682397736782134,40.263847999999605,0.179,0.011337533380386358,4.485701156485541,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
73,sorbitol,fly06,12,4.734693639386702,2.3446466829647106,40.96379899999954,0.182,0.00020782297959869023,2.0193633752100655,"[0, 3)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
74,sorbitol,fly06,13,5.695279067884956,2.5540132109448725,74.9614189999987,0.333,0.021966119013295145,2.2299332844006523,"[0, 3)","[0, 4)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
75,sorbitol,fly06,14,14.690696730426058,3.886137619355457,75.22806699999873,0.334,-0.00041175030257586953,3.7802821642900577,"[3, 6)","[0, 4)","[-0.1, 0.0)","[13, 17)","[13, 16)",4.0
76,sorbitol,fly06,15,10.14918000049797,5.6014212499356715,77.32791999999898,0.343,0.001509880740084138,1.8118937226180816,"[3, 6)","[4, 8)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
77,sorbitol,fly06,16,148.50669869700863,11.621876467959975,79.82774499999928,0.354,0.0014058144921917926,12.778203167657356,"[9, 12)","[8, 12)","[0.0, 0.1)","[13, 17)","[16, 19)",5.0
78,sorbitol,fly06,17,48.19383448844884,16.667064683208114,80.8610059999994,0.359,0.0016811233198782624,2.891561015960033,"[15, 20)","[16, 20)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
79,sorbitol,fly06,18,70.60567724619864,10.819211184056375,81.99425999999954,0.364,0.0008500396000267196,6.525954253508426,"[9, 12)","[8, 12)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
80,sorbitol,fly06,19,223.9057159104984,29.328668974988904,82.4275629999996,0.366,5.25895573538146e-05,7.634363363078024,"[20, 30)","[28, 32)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
81,sorbitol,fly06,20,27.14013931022713,5.615491254302834,87.96050900000026,0.39,0.00374893395968047,4.833083710963163,"[3, 6)","[4, 8)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
82,sorbitol,fly06,21,17.15137257217049,4.897968772917428,88.52713600000033,0.393,-0.00014032563514244228,3.501731711113879,"[3, 6)","[4, 8)","[-0.1, 0.0)","[21, 25)","[19, 22)",6.0
83,sorbitol,fly06,22,147.12374751042577,25.077033776563255,88.72712200000035,0.394,-0.000348867168733856,5.866872008121079,"[20, 30)","[24, 28)","[-0.1, 0.0)","[21, 25)","[22, 25)",7.0
84,sorbitol,fly06,23,3.3740899032862792,3.189520460040291,89.06043200000039,0.395,-1.903426649546569e-06,1.0578674586221832,"[3, 6)","[0, 4)","[-0.1, 0.0)","[21, 25)","[22, 25)",7.0
85,sorbitol,fly06,24,2.896593264489626,2.615236727712994,102.02619100000194,0.453,0.007111493319988928,1.107583582700246,"[0, 3)","[0, 4)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
86,sorbitol,fly06,25,4.907332925410261,3.0406818032483973,103.02612100000206,0.457,0.0018097461306591026,1.6138922922377794,"[3, 6)","[0, 4)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
87,sorbitol,fly06,26,7.342984009898596,3.183783724129282,103.42609300000211,0.459,0.0006928814986104509,2.3063702330807017,"[3, 6)","[0, 4)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
88,sorbitol,fly06,27,3.258656262185149,2.4232959857369947,116.95847900000373,0.519,0.005417377766980196,1.344720695022361,"[0, 3)","[0, 4)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
89,sorbitol,fly06,28,16.08359732889795,4.9897639292318585,147.78965400000743,0.656,0.01295737540077764,3.2233182886016647,"[3, 6)","[4, 8)","[0.0, 0.1)","[25, 29)","[28, 31)",9.0
90,sorbitol,fly06,29,41.32991444342705,7.983972140547602,148.05630200000746,0.657,0.0016098339622877822,5.17661055372775,"[6, 9)","[4, 8)","[0.0, 0.1)","[29, 33)","[28, 31)",9.0
91,sorbitol,fly06,30,339.1430167415562,40.06136601357939,148.85624600000756,0.661,-0.0009656380480699486,8.465587933936119,"[40, 50)","[40, 44)","[-0.1, 0.0)","[29, 33)","[28, 31)",9.0
92,sorbitol,fly06,31,4.898288962120388,2.5022908672252497,172.6545800000104,0.766,0.007925407493117861,1.957521815819926,"[0, 3)","[0, 4)","[0.0, 0.1)","[29, 33)",,
93,sorbitol,fly06,32,6.11209183304646,3.45340675414895,172.72124200001042,0.766,-0.0017852057053112935,1.769873133451003,"[3, 6)","[0, 4)","[-0.1, 0.0)","[29, 33)",,
94,sorbitol,fly06,33,4.114894786760879,2.638130441527904,201.8525360000139,0.896,0.010569984112554547,1.5597768487814765,"[0, 3)","[0, 4)","[0.0, 0.1)","[33, 37)",,
95,sorbitol,fly06,34,5.890880480125465,2.559075298116111,201.98586000001393,0.896,0.002759040477675806,2.3019566811738974,"[0, 3)","[0, 4)","[0.0, 0.1)","[33, 37)",,
96,sorbitol,fly06,35,66.56190255957259,21.78946785217078,202.05252200001394,0.897,-0.0006662863009894437,3.0547741234966113,"[20, 30)","[20, 24)","[-0.1, 0.0)","[33, 37)",,
97,sorbitol,fly06,36,44.570086107842236,9.931576377720715,203.15244500001407,0.901,-0.0010124926089438713,4.4877151836465075,"[9, 12)","[8, 12)","[-0.1, 0.0)","[33, 37)",,
98,sorbitol,fly06,37,217.71695158590757,8.018583246275247,203.21910700001408,0.902,0.0011039455172496687,27.151548459266838,"[6, 9)","[8, 12)","[0.0, 0.1)","[37, 41)",,
99,sorbitol,fly06,38,32.37117592544024,10.512781340823702,212.38513200001518,0.942,0.003181428105893752,3.0792208908345735,"[9, 12)","[8, 12)","[0.0, 0.1)","[37, 41)",,
100,sorbitol,fly07,1,8.229625755591407,3.445722584592377,3.033121,0.003,0.013656541074702407,2.3883599313509323,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
101,sorbitol,fly07,2,3.278397586838934,3.5070853443525856,3.066452,0.003,0.0001146045640302365,0.9347926454422033,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
102,sorbitol,fly07,3,7.224374156862879,4.01997653081851,3.766403,0.004,0.0031310478896280237,1.797118490985797,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
103,sorbitol,fly07,4,9.095737151216237,4.77564843372585,4.033051,0.005,0.0009939417790131543,1.9046077778635715,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
104,sorbitol,fly07,5,8.483712102150742,5.207146094319102,4.066382000000001,0.005,1.136951503372119e-05,1.629244109629709,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
105,sorbitol,fly07,6,129.896912770929,25.01774219420012,4.399692000000005,0.005,0.0012855841342345915,5.192191675915626,"[20, 30)","[24, 28)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
106,sorbitol,fly07,7,30.64584472958569,14.772706359273243,5.132974000000015,0.006,0.002756333489264868,2.074490887740988,"[12, 15)","[12, 16)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
107,sorbitol,fly07,8,68.11857526889888,22.783920974458088,5.299629000000017,0.006,0.0008080666981730988,2.9897652535427595,"[20, 30)","[20, 24)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
108,sorbitol,fly07,9,174.9846812289118,33.45507368088558,5.432953000000019,0.006,-5.902859303516875e-05,5.230437777480925,"[30, 40)","[32, 36)","[-0.1, 0.0)","[9, 13)","[7, 10)",2.0
109,sorbitol,fly07,10,5.784389163364873,4.277996719399135,5.666270000000022,0.006,0.0006586861505818234,1.3521256660003511,"[3, 6)","[4, 8)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
110,sorbitol,fly07,11,3.7146001745990387,3.644959526858653,6.132904000000028,0.007,0.0016027442593026138,1.0191060139974735,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
111,sorbitol,fly07,12,74.61421560349616,16.833511099337777,6.499545000000033,0.007,0.0012013944254948422,4.432480851034782,"[15, 20)","[16, 20)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
112,sorbitol,fly07,13,5.465231422387204,2.9288339574714857,14.598978000000141,0.017,0.019536469385242568,1.8660093066885344,"[0, 3)","[0, 4)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
113,sorbitol,fly07,14,3.3482034283412108,3.622897182771097,14.632309000000141,0.017,0.0002175868218863078,0.9241784294248789,"[3, 6)","[0, 4)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
114,sorbitol,fly07,15,20.31446385977132,4.368064501445279,15.098943000000148,0.017,0.0009597465107583011,4.650678544936731,"[3, 6)","[4, 8)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
115,sorbitol,fly07,16,3.1752882597760337,2.73651825648303,15.23226700000015,0.017,-0.0001180447487442518,1.1603387816812558,"[0, 3)","[0, 4)","[-0.1, 0.0)","[13, 17)","[16, 19)",5.0
116,sorbitol,fly07,17,8.394254842081015,4.6110422230812205,15.26559800000015,0.017,5.462342281609134e-05,1.8204680061402152,"[3, 6)","[4, 8)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
117,sorbitol,fly07,18,1.9493766246065751,2.747329867079625,24.531616000000273,0.028,0.0203226231885515,0.70955317305189,"[0, 3)","[0, 4)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
118,sorbitol,fly07,19,13.232361171880333,4.205693999948491,24.564947000000274,0.028,0.00032580844235432366,3.146296704430326,"[3, 6)","[4, 8)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
119,sorbitol,fly07,20,2.4741584951668654,3.348518467575135,24.898257000000278,0.028,0.001221845086447522,0.7388815439200948,"[3, 6)","[0, 4)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
120,sorbitol,fly07,21,3.0096167502454034,3.0587724588716103,24.93158800000028,0.028,-0.0001598889160465619,0.9839295961739042,"[3, 6)","[0, 4)","[-0.1, 0.0)","[21, 25)","[19, 22)",6.0
121,sorbitol,fly07,22,4.096975317461767,2.6716656507451986,25.498215000000286,0.029,0.000666858357415541,1.5334910325770035,"[0, 3)","[0, 4)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
122,sorbitol,fly07,23,17.70205217291284,5.455180487576039,25.564877000000287,0.029,0.00024822955421396897,3.2449984401485112,"[3, 6)","[4, 8)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
123,sorbitol,fly07,24,70.71164672788638,16.802010744752348,25.964849000000292,0.029,0.0014384812427185867,4.208522884677433,"[15, 20)","[16, 20)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
124,sorbitol,fly07,25,23.599339295885038,5.289615962038966,28.79798400000033,0.033,0.005313332259234395,4.461446627741251,"[3, 6)","[4, 8)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
125,sorbitol,fly07,26,6.057804117883417,3.448134236542328,28.89797700000033,0.033,0.00017822848652832013,1.756835349878367,"[3, 6)","[0, 4)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
126,sorbitol,fly07,27,330.34193464331247,46.07825269581978,29.43127300000034,0.033,0.0011738152182558248,7.169150636505822,"[40, 50)","[44, 48)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
127,sorbitol,fly07,28,4.7872674137381495,4.007508209764665,31.397802000000365,0.035,0.0020472743217684747,1.1945745743136669,"[3, 6)","[4, 8)","[0.0, 0.1)","[25, 29)","[28, 31)",9.0
128,sorbitol,fly07,29,12.296182594062161,3.8988704456003016,32.36440100000034,0.037,0.0011389797275935254,3.153780759229342,"[3, 6)","[0, 4)","[0.0, 0.1)","[29, 33)","[28, 31)",9.0
129,sorbitol,fly07,30,8.473657659462196,2.9864755173838478,32.531056000000326,0.037,-0.00012949316019907064,2.8373437552520504,"[0, 3)","[0, 4)","[-0.1, 0.0)","[29, 33)","[28, 31)",9.0
130,sorbitol,fly07,31,5.686556005722772,2.5806887476706355,32.93102800000029,0.037,8.601179867326336e-06,2.2035032356596798,"[0, 3)","[0, 4)","[0.0, 0.1)","[29, 33)",,
131,sorbitol,fly07,32,2.8624194084952657,3.1296363105720295,34.13094400000018,0.039,0.0023944264207948346,0.914617266813369,"[3, 6)","[0, 4)","[0.0, 0.1)","[29, 33)",,
132,sorbitol,fly07,33,2.0739730808655255,3.0268353493079063,37.364050999999876,0.042,0.0055696470774804635,0.6851952093594205,"[3, 6)","[0, 4)","[0.0, 0.1)","[33, 37)",,
133,sorbitol,fly07,34,12.266232802132963,5.343515380354234,41.130453999999524,0.046,0.0064471947333550605,2.2955361646811254,"[3, 6)","[4, 8)","[0.0, 0.1)","[33, 37)",,
134,sorbitol,fly07,35,23.12291983964974,5.593339476250137,43.896926999999266,0.05,0.0044332533938209046,4.1340097338686315,"[3, 6)","[4, 8)","[0.0, 0.1)","[33, 37)",,
135,sorbitol,fly07,36,19.79658707247819,5.236669349679473,44.06358199999925,0.05,-0.0009629862943290948,3.780377516806537,"[3, 6)","[4, 8)","[-0.1, 0.0)","[33, 37)",,
136,sorbitol,fly07,37,5.783176812993568,4.217465890426066,44.230236999999235,0.05,6.356407917920692e-05,1.3712444779036084,"[3, 6)","[4, 8)","[0.0, 0.1)","[37, 41)",,
137,sorbitol,fly07,38,2.159073218896012,2.9266461642114012,45.89678699999908,0.052,0.0019409601951933808,0.7377295025610943,"[0, 3)","[0, 4)","[0.0, 0.1)","[37, 41)",,
138,sorbitol,fly07,39,5.06809384010966,4.187090560946156,46.03011099999907,0.052,0.0008582053284831789,1.210409415879561,"[3, 6)","[4, 8)","[0.0, 0.1)","[37, 41)",,
139,sorbitol,fly07,40,1.7465480704757992,2.9667522925633945,52.66297999999845,0.06,0.00667082871256236,0.5887070770464328,"[0, 3)","[0, 4)","[0.0, 0.1)","[37, 41)",,
140,sorbitol,fly07,41,66.62183908016358,16.483899582964728,52.929627999998424,0.06,-3.4262101892348906e-05,4.041630971169823,"[15, 20)","[16, 20)","[-0.1, 0.0)","[41, 45)",,
141,sorbitol,fly07,42,119.57175409165966,29.930959981182358,53.42959299999838,0.06,0.00040667101295348285,3.994918778643739,"[20, 30)","[28, 32)","[0.0, 0.1)","[41, 45)",,
142,sorbitol,fly07,43,19.97346661937231,3.787945574369678,54.096212999998315,0.061,0.0010127525885829242,5.272902217634406,"[3, 6)","[0, 4)","[0.0, 0.1)","[41, 45)",,
143,sorbitol,fly07,44,4.949867435367031,3.1620975097982464,56.69603099999807,0.064,0.0022407939380377773,1.5653746982909615,"[3, 6)","[0, 4)","[0.0, 0.1)","[41, 45)",,
144,sorbitol,fly07,45,93.40969752899314,18.290212390537338,56.72936199999807,0.064,-0.00019403814656168694,5.107086540849562,"[15, 20)","[16, 20)","[-0.1, 0.0)","[45, 49)",,
145,sorbitol,fly07,46,8.127878553746182,3.704603179937608,57.16266499999803,0.065,-0.00026610565695051047,2.193994379145102,"[3, 6)","[0, 4)","[-0.1, 0.0)","[45, 49)",,
146,sorbitol,fly07,47,2.2064476379779303,2.6388532812352112,57.295988999998016,0.065,0.0005546473946615935,0.8361388083482695,"[0, 3)","[0, 4)","[0.0, 0.1)","[45, 49)",,
147,sorbitol,fly07,48,34.04239202016099,7.818707021629134,57.495974999998,0.065,0.00024608787445414004,4.353966957194898,"[6, 9)","[4, 8)","[0.0, 0.1)","[45, 49)",,
148,sorbitol,fly07,49,12.994003835653691,4.113762245906286,60.06246199999776,0.068,0.0020084367492126456,3.1586667043250665,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
149,sorbitol,fly07,50,3.8517122902203815,3.1586588351458182,68.02857099999787,0.077,0.004905986087359024,1.2194138370890468,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
150,sorbitol,fly07,51,3.5509630772552425,2.976468344210294,68.82851499999796,0.078,0.0005155144014682214,1.1930122099777853,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
151,sorbitol,fly07,52,8.999604347410573,3.6414380369306847,70.22841699999813,0.079,0.001206557739286379,2.4714423961463887,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
152,sorbitol,fly07,53,4.240962943872991,2.505846428618279,70.32840999999814,0.079,0.0001410284349260063,1.692427315352862,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
153,sorbitol,fly07,54,4.560094119183509,2.857220258775362,70.8283749999982,0.08,-9.391058346478603e-05,1.5959897054411964,"[0, 3)","[0, 4)","[-0.1, 0.0)",,,
154,sorbitol,fly07,55,10.493536661514293,5.183429469580827,73.52818599999853,0.083,0.002203546846304423,2.0244389786908554,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
155,sorbitol,fly07,56,2.4968704572205334,2.65245848896458,77.72789199999903,0.088,0.00296869910160321,0.9413419541186552,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
156,sorbitol,fly07,57,6.671743212851231,4.3510496421457825,81.16098499999944,0.092,0.002720412256290841,1.5333640756994364,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
157,sorbitol,fly07,58,12.863976232224632,4.838548877625276,81.22764699999945,0.092,-0.0005622743382697609,2.658643439918742,"[3, 6)","[4, 8)","[-0.1, 0.0)",,,
158,sorbitol,fly07,59,65.82992587018138,13.537566319508878,81.29430899999946,0.092,-0.0008501563883849678,4.862759252031468,"[12, 15)","[12, 16)","[-0.1, 0.0)",,,
159,sorbitol,fly07,60,15.369616616391223,3.8470940189136416,89.89370700000049,0.102,0.005405610628945352,3.9951237325703204,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
160,sorbitol,fly07,61,9.64086513723387,4.132464301219165,99.05973200000159,0.112,0.005895306694494062,2.3329578756166414,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
161,sorbitol,fly07,62,8.317027731331931,3.153047197725439,101.19291600000184,0.114,0.0004824151176088115,2.6377745748086836,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
162,sorbitol,fly07,63,101.92128201814283,24.91383754474013,101.32624000000186,0.115,0.0009493865259664891,4.090950735113094,"[20, 30)","[24, 28)","[0.0, 0.1)",,,
163,sorbitol,fly07,64,7.646082363131089,2.6872689433046038,110.792244000003,0.125,0.0038237270767678203,2.8452985259184755,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
164,sorbitol,fly07,65,6.344917424818168,3.1955805126848427,111.25887800000305,0.126,0.0004176726225752561,1.9855288889239517,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
165,sorbitol,fly07,66,17.395411763024548,3.6889594404698656,139.35691100000642,0.158,0.010395684119292689,4.715533484100568,"[3, 6)","[0, 4)","[0.0, 0.1)",,,
166,sorbitol,fly07,67,3.208423312166036,2.75909094946057,144.156575000007,0.163,0.00110086184782629,1.1628552196850614,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
167,sorbitol,fly07,68,6.346822802512859,2.8023532964383944,148.92290800000757,0.168,0.00040672508088451104,2.264818932923001,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
168,sorbitol,fly07,69,4.257228808954992,2.4538796733380828,151.35607100000786,0.171,0.00039972324760087496,1.7348971325736449,"[0, 3)","[0, 4)","[0.0, 0.1)",,,
169,sorbitol,fly07,70,8.984627917949465,4.362570028474533,158.22225700000868,0.179,0.0015924993968845086,2.0594805033057852,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
170,sorbitol,fly07,71,12.983038058736476,4.3852097122564375,159.82214500000887,0.181,6.825050128406174e-05,2.9606424574062093,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
